VARSET3,VARNAMES3,FUNCLABEL3,DFCOEF3
20,LVI_NDVI73M,LN4,0.001262176
20,LVI_WETM,LN4,0.405948802
20,MSxv,LN4,-1.045733423
20,SBSdw,LN4,-2.180649721
20,VRI_BPH_PL,LN4,-0.053490511
20,VRI_BPH_SX,LN4,-0.090474804
20,VRI_HT_AT,LN4,-0.127493181
20,VRI_HT_FD,LN4,-0.004125325
21,B4_MEAN,LN1,0.002798621
21,B5_STDEV,LN1,-0.022369905
21,LVI_CENTX,LN1,-3.10E-06
21,LVI_CENTY,LN1,-3.23E-07
21,LVI_NDVI73M,LN1,0.000438407
21,LVI_WETM,LN1,-0.025948225
21,MSxv,LN1,0.03263375
21,SBSdw,LN1,-2.027071151
21,VRI_BPH_PL,LN1,-0.003274674
21,VRI_BPH_SX,LN1,0.002260312
21,VRI_HT_FD,LN1,-0.31646502
21,B4_MEAN,LN2,0.014603241
21,B5_STDEV,LN2,0.239216078
21,LVI_CENTX,LN2,-9.64E-06
21,LVI_CENTY,LN2,-1.61E-05
21,LVI_NDVI73M,LN2,-0.00091214
21,LVI_WETM,LN2,0.422743266
21,MSxv,LN2,0.098766108
21,SBSdw,LN2,-0.001830357
21,VRI_BPH_PL,LN2,0.008645949
21,VRI_BPH_SX,LN2,0.060827151
21,VRI_HT_FD,LN2,-0.058751327
21,B4_MEAN,LN3,0.029205093
21,B5_STDEV,LN3,-0.130311814
21,LVI_CENTX,LN3,-3.03E-06
21,LVI_CENTY,LN3,-3.63E-06
21,LVI_NDVI73M,LN3,-0.001804151
21,LVI_WETM,LN3,-0.166231233
21,MSxv,LN3,1.567525599
21,SBSdw,LN3,0.516673318
21,VRI_BPH_PL,LN3,-0.063853925
21,VRI_BPH_SX,LN3,-0.085002192
21,VRI_HT_FD,LN3,-0.023720198
21,B4_MEAN,LN4,-0.006850801
21,B5_STDEV,LN4,-0.081851467
21,LVI_CENTX,LN4,2.70E-05
21,LVI_CENTY,LN4,2.95E-05
21,LVI_NDVI73M,LN4,0.00030148
21,LVI_WETM,LN4,0.179454775
21,MSxv,LN4,0.158131784
21,SBSdw,LN4,-2.865317795
21,VRI_BPH_PL,LN4,-0.049997254
21,VRI_BPH_SX,LN4,-0.075265909
21,VRI_HT_FD,LN4,-0.023290438
22,B4_MEAN,LN1,-0.001091321
22,LVI_LAISRS,LN1,0.006281481
22,LVI_NDVI73M,LN1,0.000380329
22,LVI_WETM,LN1,-0.04497723
22,MSxv,LN1,0.026334246
22,SBPSxc,LN1,-0.021381896
22,SBSdw,LN1,-2.26724334
22,VRI_BPH_PL,LN1,0.003074216
22,VRI_BPH_SX,LN1,0.009603946
22,VRI_HT_AT,LN1,0.061149665
22,VRI_HT_FD,LN1,-0.312152535
22,B4_MEAN,LN2,0.007701479
22,LVI_LAISRS,LN2,0.07530712
22,LVI_NDVI73M,LN2,-0.001019534
22,LVI_WETM,LN2,0.277349306
22,MSxv,LN2,0.505850802
22,SBPSxc,LN2,1.672991506
22,SBSdw,LN2,-0.447668536
22,VRI_BPH_PL,LN2,0.008077301
22,VRI_BPH_SX,LN2,0.058319591
22,VRI_HT_AT,LN2,0.036300722
22,VRI_HT_FD,LN2,-0.054975056
22,B4_MEAN,LN3,0.03176582
22,LVI_LAISRS,LN3,-0.060898019
